Customer_Name,Street_Address,City,State,Zipcode,Age,Income,Payment_History,Number_of_Open_Credit_Cards,Credit_Score,Total_Debt,State_FIPS,Region_FIPS
Forest Siddon,855 Kings Road,San Jose,CA,95123,43,34178,1,0,323,350175,6,4
Portia Kesley,39 Haas Terrace,Hagerstown,MD,21747,62,31857,0.72,5,411,255550,24,3
Wandie Moscone,862 Ilene Terrace,Washington,DC,20041,64,87908,0.75,0,451,482537,11,3
Elladine Mannin,221 Vahlen Hill,Austin,TX,78754,67,91210,0.82,8,616,116811,48,3
Culver Acheson,2 Butterfield Junctio,Houston,TX,77090,66,62512,1,15,333,17939,48,3
Van Hought,275 Dorton Point,Memphis,TN,38188,25,59803,0.75,14,473,495246,47,3
Madel Stanex,7823 Hauk Court,San Jose,CA,95118,24,36389,0.92,0,720,357793,6,4
Trude Klemmt,85024 Loomis Crossing,Wichita,KS,67230,43,112388,0.88,7,688,72115,20,2
Terri Gwilliam,620 Butterfield Avenu,Beaumont,TX,77713,44,134034,1,11,830,277820,48,3
Monte Grimoldby,32 Debra Drive,Atlanta,GA,30358,67,58797,0.77,13,532,498343,13,3
Gussie Game,8 Farragut Terrace,Anaheim,CA,92812,61,41725,0.75,14,476,441065,6,4
Tory Peak,687 Schmedeman Crossi,Fort Lauderda,FL,33355,69,35359,0.98,11,798,185643,12,3
Brucie Boij,8 2nd Road,Lafayette,LA,70593,76,43073,0.77,0,546,491353,22,3
Rustin Hobbing,4 Village Way,Troy,MI,48098,44,132312,0.85,9,658,443408,26,2
Mitch Learie,405 Elgar Center,Boston,MA,2203,69,84012,0.78,2,574,233873,25,1
Frasquito Gorger,6 Northview Road,Bakersfield,CA,93305,44,89492,1,7,333,440504,6,4
Clemmie Marien,8331 Thackeray Road,Frederick,MD,21705,23,81780,0.78,6,573,475598,24,3
Emmett Rookeby,25 Pierstorff Plaza,Charlotte,NC,28225,71,109271,0.83,5,634,233343,37,3
Christin Presser,377 7th Trail,Spring Hill,FL,34611,30,100704,0.75,14,489,57239,12,3
Carlotta Slayny,7572 Talmadge Crossin,Knoxville,TN,37919,73,93472,0.7,12,389,465070,47,3
Leora Hazeltine,4660 Old Gate Pass,Saint Petersb,FL,33737,53,68512,0.88,1,686,274228,12,3
Mick Gorst,3432 Chive Avenue,Topeka,KS,66606,44,125501,0.7,13,354,9858,20,2
Enrika Stoter,382 Bayside Plaza,Philadelphia,PA,19146,75,111017,0.88,6,700,37297,42,1
Wendell Cud,7255 East Circle,San Francisco,CA,94132,21,83497,0.99,3,802,322765,6,4
Lynnea Astling,0486 Oxford Circle,Minneapolis,MN,55441,74,131804,0.98,3,778,237330,27,2
Sanderson Vauls,6774 Cottonwood Drive,Springfield,MO,65805,61,81192,0.7,9,391,372268,29,2
Wait Postan,0 Westerfield Park,Baltimore,MD,21216,48,146174,0.7,13,354,78630,24,3
Caddric Furman,03139 Dahle Terrace,Minneapolis,MN,55441,58,103764,0.82,15,617,148370,27,2
Farand Millthorpe,59 Boyd Place,San Jose,CA,95155,62,74848,0.77,15,529,375884,6,4
Teri Cuppleditch,46046 Debra Road,Shawnee Missi,KS,66210,39,86493,0.75,2,487,463881,20,2
Noah Rose,3 Lakewood Hill,Washington,DC,20420,70,54339,1,5,307,148241,11,3
Mayor Wartonby,2 Eagan Pass,San Francisco,CA,94116,48,75460,0.75,0,476,94525,6,4
Hurley Downage,335 Sunbrook Alley,College Stati,TX,77844,36,102093,0.7,9,400,71649,48,3
Francoise Comport,4399 Saint Paul Circl,Evansville,IN,47705,45,131128,0.75,2,456,484869,18,2
Nickolai McCullock,672 Sundown Center,Orlando,FL,32819,38,102541,1,9,301,147730,12,3
Alard Harber,8 Northport Lane,Las Vegas,NV,89145,41,60066,1,13,826,383544,32,4
Nevin Alvy,027 Luster Hill,Roanoke,VA,24040,25,130651,0.99,8,820,209642,51,3
Carissa Schrader,299 Acker Crossing,Lansing,MI,48912,41,131602,0.82,7,610,188425,26,2
Maddy Payle,03570 Chinook Park,Austin,TX,78726,53,41688,0.76,0,520,200475,48,3
Ellis O' Donohoe,78358 Homewood Drive,Austin,TX,78715,61,143910,0.77,2,550,57198,48,3
Ronny Lyndon,96 Troy Park,Austin,TX,78721,57,104168,0.98,2,757,390165,48,3
Jayme Couche,46 Iowa Hill,Colorado Spri,CO,80930,55,30217,0.83,0,651,31127,8,4
Vale Langfat,696 Northview Drive,New York City,NY,10150,68,34020,0.88,8,680,41232,36,1
Dimitri Cawse,1 Old Gate Point,El Paso,TX,79928,20,115164,0.99,14,808,253075,48,3
Madeline MacArd,33251 Mayfield Road,Provo,UT,84605,34,42398,0.77,11,532,244716,49,4
Aimil Kennedy,81 Fairfield Center,Los Angeles,CA,90087,21,110419,0.85,10,671,134148,6,4
Hailey Mumbey,7823 Moose Plaza,Indianapolis,IN,46216,37,94968,0.74,15,426,228727,18,2
Bank Branscombe,1 Pepper Wood Avenue,Kingsport,TN,37665,78,97999,0.98,6,765,82379,47,3
Darryl Chawner,0 Fisk Circle,Jacksonville,FL,32236,42,86865,0.98,5,799,476204,12,3
Cesar Withull,9982 Jana Way,Cincinnati,OH,45254,36,79506,0.83,15,653,433272,39,2
Werner Sympson,5413 Superior Court,Indianapolis,IN,46202,21,55267,0.92,12,704,459455,18,2
Rubetta Szymanzyk,757 Northview Lane,Corona,CA,92883,41,141297,0.98,13,764,144528,6,4
Tildie Grolle,4 Burrows Pass,Dallas,TX,75287,36,144224,0.82,12,615,202633,48,3
Hodge Minget,639 2nd Plaza,Newport News,VA,23612,42,50097,0.72,4,414,76516,51,3
Hunfredo Sommerland,4 Northfield Point,San Diego,CA,92165,58,57078,0.83,9,633,231656,6,4
Bronson McBride,9 Towne Circle,Boston,MA,2124,51,117945,1,9,841,21029,25,1
Zea Gierok,70 Union Plaza,Kalamazoo,MI,49048,50,104981,1,12,344,162421,26,2
Silvano Gudyer,8005 Manufacturers Av,Orlando,FL,32891,50,53025,0.92,3,720,315476,12,3
Sula Eckery,5707 Claremont Parkwa,San Jose,CA,95118,33,32520,0.98,7,784,116070,6,4
Silvia Musicka,41 Dapin Point,Colorado Spri,CO,80945,21,50334,0.82,0,618,278628,8,4
Manolo Tales,93586 Mifflin Way,Gainesville,GA,30506,68,25786,1,11,341,182847,13,3
Felicdad Fealey,1143 Sauthoff Pass,Arlington,VA,22217,36,52344,0.82,7,605,419924,51,3
Sloan Garrioch,1 Schiller Parkway,Pensacola,FL,32505,32,103845,0.74,1,435,235603,12,3
Delly Grenshiels,8 Claremont Hill,Newport News,VA,23605,59,128983,0.7,15,381,261408,51,3
Quintana Panner,9 Merrick Terrace,Chicago,IL,60614,33,128522,0.74,3,449,456945,17,2
Sloan Hryncewicz,09 Morning Lane,Columbus,GA,31914,35,49116,0.76,6,513,65876,13,3
Jacklin Cicculi,054 Huxley Point,Washington,DC,20425,72,57096,0.75,1,468,456587,11,3
Edan Dingwall,475 Dunning Crossing,Santa Barbara,CA,93150,32,59461,0.7,3,388,321902,6,4
Sheridan Stegers,6 American Terrace,Jackson,MS,39282,39,119603,1,12,848,357086,28,3
Kaela Skones,632 Lindbergh Place,New York City,NY,10115,80,68158,1,12,848,432072,36,1
Carena Dipple,812 Utah Hill,Montgomery,AL,36125,27,106440,0.7,0,359,174672,1,3
Kurt Getley,5510 Muir Plaza,Houston,TX,77090,25,58810,0.78,7,569,27412,48,3
Kylie Warburton,7 Grover Lane,Louisville,KY,40280,75,136484,0.74,15,450,434784,21,3
Mariska McPhillips,2576 Sherman Road,Spring Hill,FL,34611,40,121256,0.85,10,666,41299,12,3
Ayn MacDunlevy,745 Dayton Trail,Topeka,KS,66622,46,57001,0.82,10,623,19047,20,2
Rochella Sterley,52 Norway Maple Plaza,Raleigh,NC,27621,41,83263,0.99,3,821,257360,37,3
Correna Wickey,45 Stuart Avenue,San Bernardin,CA,92424,40,33799,0.78,8,573,101845,6,4
Emmett Baldazzi,17 Prentice Way,Memphis,TN,38109,26,69193,0.98,0,753,452778,47,3
Aldon Acreman,9716 Garrison Circle,Cleveland,OH,44177,51,32903,0.75,10,467,71655,39,2
Myrle Riddett,2 Pankratz Drive,Seattle,WA,98127,61,59331,0.82,3,609,32720,53,4
Jany Brotherheed,7237 Meadow Valley Hi,Mesa,AZ,85210,67,43386,0.98,6,753,383118,4,4
Raeann Larcier,7366 Russell Drive,Nashville,TN,37210,46,36599,0.98,13,775,109996,47,3
Kurt Colbrun,37 Claremont Road,Reno,NV,89550,53,119763,1,15,833,123363,32,4
Charla Rainbow,51970 4th Crossing,Saint Louis,MO,63167,59,148350,0.99,0,812,421144,29,2
Sayres Landor,257 Menomonie Alley,Baltimore,MD,21216,30,40497,0.77,8,538,460886,24,3
Zacharia FitzGilbert,2934 Doe Crossing Str,Des Moines,IA,50347,41,74978,0.7,7,351,371556,19,2
Dietrich Daville,51404 Pine View Stree,Cleveland,OH,44185,42,129217,0.78,10,575,10533,39,2
Wynn Helgass,6 Lakeland Trail,Philadelphia,PA,19146,80,133170,0.98,8,762,3889,42,1
Catarina Le Teve,4 Michigan Park,Albuquerque,NM,87105,21,93287,0.83,11,649,248255,35,4
Joletta Skaid,04657 Goodland Road,Orange,CA,92862,77,65243,1,13,345,419473,6,4
Holden Edards,7244 Helena Place,Sacramento,CA,94291,79,93553,0.98,14,763,250765,6,4
Jean Andreolli,9 Quincy Park,Maple Plain,MN,55572,20,34186,0.74,7,443,481207,27,2
Leigh Shutler,0082 Florence Hill,Tuscaloosa,AL,35487,66,36614,1,3,831,282102,1,3
Liz Gerasch,470 Welch Road,Tyler,TX,75705,37,116367,0.76,0,514,409984,48,3
Tracie Garrals,54 Garrison Hill,Columbia,MO,65218,34,92106,1,15,325,40122,29,2
Vilma Lowdeane,9 Sachtjen Circle,Saint Louis,MO,63158,27,112926,0.72,4,421,143750,29,2
Maxy Picard,5 Goodland Alley,Omaha,NE,68117,24,110498,0.99,10,800,489501,31,2
Belle Erni,017 Butternut Hill,Seattle,WA,98166,29,76665,0.96,11,732,54685,53,4
Mab Goodhall,136 Hudson Drive,Pittsburgh,PA,15261,69,72509,0.92,0,701,339609,42,1
Tan Ingle,6962 Garrison Alley,Columbus,GA,31904,74,44622,0.92,15,715,499179,13,3
Remus Saddington,156 Kings Street,Huntington,WV,25775,72,83418,0.76,14,517,489821,54,3
Karlens Bittlestone,81 Kingsford Trail,Farmington,MI,48335,57,54011,1,15,347,299687,26,2
Duffie Boyer,89876 Schmedeman Pass,Sarasota,FL,34233,38,89394,0.8,5,595,378165,12,3
Olvan Boncore,7 Express Place,South Bend,IN,46634,44,62484,0.75,7,466,172285,18,2
Manya Hiscocks,3 Marcy Circle,Jacksonville,FL,32209,56,95052,0.99,8,810,251634,12,3
Sonnie Pringell,7 Summit Pass,Muncie,IN,47306,47,115190,0.83,6,650,99884,18,2
Nicolea Coleson,2 Eastlawn Hill,Akron,OH,44321,53,87965,0.92,0,719,295946,39,2
Roxanna Venner,7 Eliot Terrace,Fort Myers,FL,33994,43,47740,0.77,13,526,225989,12,3
Grazia Faherty,347 Mcguire Crossing,Riverside,CA,92519,27,54021,1,13,323,143455,6,4
Gamaliel Normansell,7780 Center Park,Naperville,IL,60567,69,134598,0.75,3,468,428821,17,2
Leighton Lennon,141 Mendota Street,Fort Lauderda,FL,33345,47,93015,0.88,12,679,262894,12,3
Gaspar Georgeau,93 Graceland Point,Trenton,NJ,8603,64,140761,0.83,12,642,138192,34,1
Dredi Spurret,814 Morrow Park,College Stati,TX,77844,44,131810,0.77,5,534,405639,48,3
Vivien Casaro,1071 Anniversary Alle,Fort Wayne,IN,46896,34,106638,0.96,1,740,72951,18,2
Isobel Bruyns,861 Sundown Plaza,Huntington,WV,25709,23,93417,0.98,10,761,73302,54,3
Emmerich Iglesia,993 Stone Corner Terr,Buffalo,NY,14210,29,64091,0.98,8,780,204985,36,1
Richardo Franceschell,3 Union Trail,Wilmington,NC,28405,29,55730,1,11,349,31856,37,3
Laurice Roden,43 Transport Parkway,Alexandria,VA,22301,31,42268,0.92,12,712,409056,51,3
Gawen Wasbrough,323 Hermina Drive,Los Angeles,CA,90094,28,145065,0.7,13,377,288381,6,4
Wilfred Conechie,5 Basil Place,Washington,DC,20057,45,25944,0.75,8,497,265627,11,3
Chandal Ropkes,8207 Laurel Way,Oakland,CA,94622,64,25709,1,2,843,271949,6,4
Morganica Bedo,2 Arrowood Crossing,Roanoke,VA,24020,79,130557,0.75,10,460,78014,51,3
Mahalia Fielder,2 Tomscot Road,Provo,UT,84605,35,139151,0.7,0,364,432996,49,4
Tarrah Manon,0 Swallow Way,El Paso,TX,88525,54,145495,0.85,8,658,320177,48,3
Vanya Tanguy,4 Rockefeller Plaza,Mount Vernon,NY,10557,63,50865,0.98,5,765,126796,36,1
Miguela Lavallin,84 Nobel Alley,Los Angeles,CA,90060,78,96673,0.82,3,611,252219,6,4
Violet Jablonski,424 Bellgrove Point,Houston,TX,77206,71,142521,0.83,4,636,406520,48,3
Hobey Ferschke,644 Mallard Plaza,Bethlehem,PA,18018,31,62154,0.7,10,374,199117,42,1
Elaine Maddigan,20 Red Cloud Street,Houston,TX,77020,38,42199,0.92,4,709,201816,48,3
Ber Barton,2948 North Circle,Stockton,CA,95210,37,69341,0.75,12,462,103114,6,4
Jenifer Ringham,37 Duke Alley,Detroit,MI,48267,34,91915,1,8,350,413982,26,2
Lucina Kener,0 Jenna Junction,Fort Wayne,IN,46805,40,103008,0.78,3,556,285126,18,2
Ruth Aspel,8 Stuart Way,Seattle,WA,98127,57,92851,0.85,11,672,215585,53,4
Zara Dunsire,96631 Dorton Junction,Arlington,TX,76011,60,64351,0.98,10,779,286656,48,3
Hermon Llewelyn,389 Oak Road,Newark,NJ,7112,66,132753,0.78,4,559,397876,34,1
Wiatt Huebner,323 Transport Center,Philadelphia,PA,19109,20,29644,0.72,1,401,225288,42,1
Henrieta Di Filippo,7184 Clemons Point,New York City,NY,10160,55,41764,0.99,0,814,114573,36,1
Gerardo Stainer,0083 Stephen Place,Birmingham,AL,35225,51,81622,0.76,13,511,120779,1,3
Gallagher Bocke,85 Fairfield Way,Rochester,NY,14639,63,121039,0.76,14,510,229147,36,1
Antonio Trevaskiss,086 Rutledge Avenue,Portland,OR,97201,40,137854,0.75,12,454,337933,41,4
Ingram Loughney,37 Twin Pines Center,New Orleans,LA,70149,50,60878,0.77,8,528,94645,22,3
Warde Ivers,6 Cody Plaza,Mansfield,OH,44905,41,56120,0.98,13,771,176486,39,2
Mac Grzegorczyk,0 Hanson Lane,Washington,DC,20380,35,64757,0.85,0,665,335675,11,3
Efrem Lovett,12 Hudson Road,Pittsburgh,PA,15230,77,148907,0.88,7,685,441228,42,1
Cecil Bert,78 Michigan Point,Terre Haute,IN,47805,80,116337,0.77,0,539,103309,18,2
Ailene Boddam,958 Bultman Parkway,Minneapolis,MN,55480,73,54675,0.88,3,700,195803,27,2
Filide Goudman,49834 Evergreen Court,Detroit,MI,48295,46,80269,0.96,6,743,466454,26,2
Morgana Bickardike,94 Eastwood Court,North Hollywo,CA,91616,48,41559,0.7,6,384,412127,6,4
Dalia Klimowicz,590 Tennyson Trail,Philadelphia,PA,19120,22,85360,0.7,8,351,11469,42,1
Helsa Huygens,70643 Oak Way,Akron,OH,44315,29,90449,0.99,11,807,40173,39,2
Normand Sparshutt,0 Ryan Lane,Birmingham,AL,35279,28,149952,0.74,4,442,278858,1,3
Zahara Howselee,3 4th Way,Birmingham,AL,35254,69,135201,0.83,0,637,224817,1,3
Garik Ellick,76366 Corben Parkway,San Diego,CA,92160,59,63578,0.8,5,594,70088,6,4
Garland Lawful,79241 Algoma Park,Tucson,AZ,85743,44,76633,1,6,338,271136,4,4
Rowan Hadny,4 Steensland Court,Oklahoma City,OK,73142,27,57137,1,10,303,280821,40,3
Verena Rait,92831 Nelson Center,Arlington,TX,76011,31,102069,0.96,2,734,152510,48,3
Dorine Baudacci,755 Sauthoff Crossing,Pensacola,FL,32575,70,94345,0.82,14,605,487821,12,3
Ari Barratt,7 Elmside Parkway,Garland,TX,75044,53,135844,0.88,2,691,260701,48,3
Chen Peeke-Vout,9039 Summit Hill,Reno,NV,89519,53,82324,0.7,5,370,264411,32,4
Eldin Diggell,9 Brickson Park Terra,Anaheim,CA,92825,41,41977,0.98,8,790,153761,6,4
Peder Gerald,452 Blaine Way,Concord,CA,94522,70,112568,0.77,15,536,300171,6,4
Kendra Jovovic,4 Esch Park,Fort Wayne,IN,46862,31,99304,1,5,839,59908,18,2
Dunc Kyncl,9 Sloan Court,Baton Rouge,LA,70815,70,50871,0.7,3,375,171932,22,3
Hoebart Skace,1774 Kinsman Circle,Erie,PA,16534,23,134192,0.99,11,813,284049,42,1
Carola O' Mara,3 Lake View Way,Pasadena,CA,91186,30,78961,0.98,10,764,344691,6,4
Gregg Cracknall,7130 Bunker Hill Terr,Alhambra,CA,91841,35,38126,0.72,1,417,170766,6,4
Padraic Syder,20 Northview Crossing,Peoria,AZ,85383,62,48453,1,9,303,255908,4,4
Valenka Pilmoor,4 Pleasure Point,Zephyrhills,FL,33543,73,94803,0.75,10,470,66097,12,3
Kathie Mackin,47043 Quincy Pass,El Paso,TX,88584,28,88745,0.98,2,781,145154,48,3
Milly Maplesden,861 Merry Terrace,Dallas,TX,75210,37,74093,0.76,9,504,327015,48,3
Freddi Bools,4 Londonderry Pass,New Orleans,LA,70187,66,99928,0.8,14,591,190380,22,3
Nicholle Maxstead,5 Magdeline Plaza,Denver,CO,80235,42,56827,0.82,6,601,226372,8,4
Reggie Bartalini,6661 Homewood Road,San Francisco,CA,94137,47,110022,0.83,2,653,45011,6,4
Porter Gomer,0741 Knutson Place,Houston,TX,77090,54,110387,0.99,14,801,150914,48,3
Etan Ludgate,66175 School Lane,Newark,NJ,7195,64,145160,0.7,10,368,491087,34,1
Henrieta Georgeon,5255 Anderson Drive,Lexington,KY,40586,38,69671,0.96,15,745,499147,21,3
Leo Laxston,46 Blaine Avenue,Harrisburg,PA,17110,44,62242,0.98,12,757,380707,42,1
Efren Garlic,87 Rutledge Terrace,Battle Creek,MI,49018,53,119898,1,3,346,90484,26,2
Gael Grishakin,4689 8th Trail,Orlando,FL,32885,25,101071,1,4,316,88533,12,3
Druci Sawley,72145 Sauthoff Terrac,Grand Forks,ND,58207,78,34051,0.92,0,721,355046,38,2
Murdock Caress,967 Westport Lane,Duluth,MN,55805,55,132526,0.92,2,725,123671,27,2
Melodee Warland,15779 Barnett Way,Las Vegas,NV,89155,68,39750,0.76,14,516,450571,32,4
Cristina Loughrey,424 Nevada Parkway,Charlotte,NC,28205,22,25682,0.72,15,416,81986,37,3
Dulcine Gudgen,01 Raven Parkway,Buffalo,NY,14215,42,100203,0.74,5,426,428414,36,1
Shaylyn Bartel,376 Tomscot Road,Peoria,IL,61605,72,102807,0.98,8,759,252738,17,2
Vasili Bampford,8 Lyons Drive,Houston,TX,77240,21,90571,0.98,0,783,106011,48,3
Cornelius Gumme,6480 Arkansas Place,Galveston,TX,77554,37,35699,0.75,12,452,60865,48,3
Aurel Finnie,5147 Sommers Terrace,Orlando,FL,32835,78,46634,0.74,2,435,13031,12,3
Johanna Codd,00521 Fairfield Stree,Lancaster,PA,17622,45,128375,0.96,14,730,190363,42,1
Belicia Brauninger,27709 Bonner Alley,Jacksonville,FL,32230,42,108858,0.75,0,459,68904,12,3
Caryl Gallahue,49 Meadow Valley Circ,Columbus,OH,43220,78,97768,0.7,9,389,224266,39,2
Thedrick Tweedlie,32 Stang Parkway,Shreveport,LA,71137,61,52471,0.83,3,652,224738,22,3
Marten Akeherst,5 Coolidge Crossing,Springfield,IL,62764,30,78584,0.85,10,670,302131,17,2
Tomi Tafani,30 Lukken Plaza,Inglewood,CA,90310,62,136787,0.98,14,767,185182,6,4
Edsel Gregor,4131 Bonner Way,Springfield,IL,62705,70,65654,0.99,11,820,252219,17,2
Gaven Kowal,8 Donald Street,Louisville,KY,40233,70,100866,0.99,12,820,300052,21,3
Gabriello Annakin,665 Tomscot Court,Annapolis,MD,21405,21,103841,0.76,13,519,298361,24,3
Raddie Radloff,8 Vahlen Terrace,Peoria,IL,61629,64,124809,0.75,0,481,341659,17,2
Hamel Broadstock,61 Dakota Street,Providence,RI,2905,46,83654,0.75,15,493,221401,44,1
Nanci Estrella,6 Knutson Circle,Phoenix,AZ,85083,23,60981,0.72,12,401,93131,4,4
Mathew Rulten,9 Ridgeview Street,Huntington,WV,25721,25,75815,0.78,9,556,185374,54,3
Efren Haddinton,2205 Lake View Parkwa,Allentown,PA,18105,47,55119,0.76,5,505,257729,42,1
Delmor Aubri,275 Bluestem Point,Albany,NY,12210,74,63744,0.92,14,710,180069,36,1
Annamaria Eloy,02 Dovetail Lane,New York City,NY,10014,36,54656,1,6,314,409846,36,1
Katheryn Tissington,99 Cottonwood Terrace,Winter Haven,FL,33884,77,40806,0.76,5,522,438011,12,3
Teodorico McElrath,522 Ryan Alley,Houston,TX,77095,41,107368,0.7,9,379,122599,48,3
Fred Bechley,7807 Trailsway Pass,Shawnee Missi,KS,66225,22,47366,1,11,833,464776,20,2
Lyndsie Demann,42075 Alpine Hill,Washington,DC,20557,34,62985,0.7,14,362,352007,11,3
Klara Cowey,7 Birchwood Terrace,Topeka,KS,66606,44,91111,0.99,13,809,331280,20,2
Lindie Woolens,0122 Paget Court,Raleigh,NC,27605,58,107126,1,1,310,270176,37,3
Monti Rawne,580 Blaine Pass,Washington,DC,20062,64,72290,0.75,15,495,176674,11,3
Zorah Gaskarth,0 Cambridge Place,Bakersfield,CA,93399,70,114661,0.83,5,644,373535,6,4
Harv Stolting,323 Burrows Parkway,Sacramento,CA,95894,42,131816,0.99,12,811,323055,6,4
Shir Turland,103 Derek Place,Green Bay,WI,54313,68,33837,0.98,10,765,356470,55,2
Pam Lusher,458 Monterey Terrace,Torrance,CA,90510,51,69184,0.98,11,768,380786,6,4
Welsh Summerlad,0182 Almo Terrace,Lansing,MI,48930,59,133799,0.82,4,601,273900,26,2
Fanchette Brasener,3 Sage Avenue,Worcester,MA,1610,64,103200,0.96,14,743,100974,25,1
Korrie Tourry,6 Grim Circle,Oklahoma City,OK,73173,75,120529,1,4,832,279917,40,3
Allsun Stourton,743 Anthes Street,Spokane,WA,99205,80,30371,0.85,2,660,82193,53,4
Merralee Rottenbury,29210 Ohio Alley,Minneapolis,MN,55487,28,62140,0.98,1,760,434184,27,2
Helenka Escalera,02859 Schmedeman Stre,Akron,OH,44305,27,78889,0.82,1,609,484126,39,2
Rois MacTimpany,0656 Bunting Street,Miami,FL,33185,68,81561,0.83,2,646,173237,12,3
Addie Deere,73 Beilfuss Plaza,Des Moines,IA,50936,68,32339,0.76,15,519,49390,19,2
Artemis Weatherhead,1 Johnson Court,Los Angeles,CA,90087,59,92385,0.75,11,463,410596,6,4
Jessika Fosbraey,8 Gale Trail,Washington,DC,20260,67,44361,0.7,5,361,77152,11,3
Hannis Shaxby,9 Lakewood Gardens Po,Las Vegas,NV,89120,76,136740,0.92,5,717,380028,32,4
Janel Charnley,5346 John Wall Circle,Topeka,KS,66667,34,129168,0.78,4,566,57936,20,2
Jock Guyet,772 Loeprich Street,Charlotte,NC,28225,61,137892,0.83,11,638,186096,37,3
Sigfrid Petersen,0188 Bayside Place,Tampa,FL,33620,49,31280,0.76,4,522,340873,12,3
Guntar Temple,53411 Trailsway Cross,Grand Rapids,MI,49518,70,103165,0.72,3,418,383384,26,2
Crystie Cooksey,93282 Miller Parkway,Houston,TX,77075,37,68525,1,10,840,393953,48,3
Barth Goard,9 Ryan Street,Kansas City,MO,64101,40,67970,0.98,1,755,206962,29,2
Pauly Kimbly,6 Karstens Court,Knoxville,TN,37931,55,40496,0.7,5,392,220036,47,3
Ripley Gareisr,5385 Service Center,Austin,TX,78759,20,103058,0.7,7,357,280630,48,3
Stephan Vondruska,79652 Brown Trail,Cleveland,OH,44185,38,148630,1,15,831,237777,39,2
Noble Reubbens,0289 Hovde Alley,Rochester,NY,14652,44,132815,0.74,11,426,163050,36,1
Brunhilde Eustis,99 Hauk Center,Littleton,CO,80127,22,60959,0.76,9,524,416818,8,4
Ware Dorrell,7815 Florence Drive,Wichita,KS,67205,72,144454,0.82,8,603,181861,20,2
Emiline MacKintosh,7 Oak Valley Alley,Norfolk,VA,23551,25,28943,0.83,7,642,5480,51,3
Inger Besset,313 Nelson Point,Orlando,FL,32825,60,26208,0.7,4,386,424432,12,3
Marnia Hoofe,969 Knutson Park,Washington,DC,20397,48,31416,0.98,13,772,55056,11,3
Clywd Dinzey,96933 Westend Avenue,Evansville,IN,47719,51,93255,0.83,13,653,302657,18,2
Modesta Circuit,09740 Brentwood Cente,New York City,NY,10131,28,130994,0.78,3,555,359600,36,1
Yurik Baggalley,71 Stang Point,Houston,TX,77020,79,57034,0.98,10,765,33586,48,3
Andree Yurygyn,542 Welch Way,Colorado Spri,CO,80915,35,100067,1,14,336,204050,8,4
Georgeta Lodovichi,1 Lakewood Gardens Te,Anchorage,AK,99512,76,69081,0.77,15,538,89180,2,4
Reece Belcher,6 Linden Hill,Young America,MN,55557,39,50198,1,9,312,215499,27,2
Sheena Wickham,75651 Bobwhite Court,Springfield,OH,45505,65,105047,0.98,1,781,61894,39,2
Sibelle Valenta,35385 Hollow Ridge Ce,Rochester,NY,14614,64,58628,0.92,2,717,278474,36,1
Chrysler O' Markey,06 Erie Junction,Manchester,NH,3105,68,108346,0.72,10,417,462636,33,1
Evelina Varvell,2 Sauthoff Circle,New York City,NY,10160,37,133831,0.74,13,427,306806,36,1
Vernen Pover,1178 Harbort Terrace,Erie,PA,16565,50,93341,0.99,0,811,329840,42,1
Lorry Killingbeck,609 Shoshone Pass,Elizabeth,NJ,7208,42,126172,0.7,4,381,401325,34,1
Alvan Bernth,31283 Golf View Cente,Charlotte,NC,28263,79,140282,0.7,14,398,414887,37,3
Torrie Frede,66547 Cardinal Pass,Phoenix,AZ,85062,37,125271,0.76,12,513,60953,4,4
Frederigo Solomonides,36 Homewood Lane,Billings,MT,59112,47,78209,0.78,4,561,188894,30,4
Camille Kolin,8475 Banding Road,Oakland,CA,94605,37,103012,0.92,14,713,362177,6,4
Romona Down,355 Reindahl Point,Shreveport,LA,71105,67,32524,0.83,2,635,86865,22,3
Sabine Hantusch,3 Carberry Drive,Fresno,CA,93778,32,90959,0.8,9,576,198886,6,4
